@relation 'Suite_en_la_energy_pas-weka.filters.unsupervised.attribute.Remove-R33-39,41-45'

@attribute onset_b numeric
@attribute dur_b numeric
@attribute string numeric
@attribute pitch numeric
@attribute vel numeric
@attribute onset_s numeric
@attribute dur_s numeric
@attribute measure numeric
@attribute pre_dur_b numeric
@attribute pre_dur_s numeric
@attribute nxt_dur_b numeric
@attribute nxt_dur_s numeric
@attribute pre_ionset_s numeric
@attribute nxt_ionset_s numeric
@attribute onset_b_mod numeric
@attribute pitch_mod numeric
@attribute n_simult numeric
@attribute prev_int numeric
@attribute next_int numeric
@attribute keyFifths numeric
@attribute note2key numeric
@attribute chord {Am}
@attribute chord_id numeric
@attribute chord_type {m}
@attribute note2chord numeric
@attribute isChordN {n}
@attribute mtr {s,ss,w,ww}
@attribute nar1 {P,R,D,ID,IP,VP,IR,VR,SA,SB,NA}
@attribute nar2 {P,R,D,ID,IP,VP,IR,VR,SA,SB,NA}
@attribute nar3 {P,R,D,ID,IP,VP,IR,VR,SA,SB,NA}
@attribute tempo numeric
@attribute phrase {f,i,m}
@attribute energy_rat numeric

@data
34.5,0.164583,6,45,80,17.25,0.082292,9,0.497917,0.331944,0.164583,0.109722,-0.25,0.083333,2.5,9,0,-2,-2,0,9,Am,9,m,0,n,ww,P,IP,VP,90,i,1.031353
34.666667,0.164583,2,43,80,17.333333,0.082292,9,0.164583,0.109722,0.164583,0.109722,-0.083333,0.083333,2.666667,7,0,2,-1,0,7,Am,9,m,2,n,ww,IP,VP,IR,90,m,1.093853
34.833333,0.164583,6,42,80,17.416667,0.082292,9,0.164583,0.109722,1.997917,1.331944,-0.083333,0.083333,2.833333,6,0,1,1,0,6,Am,9,m,3,n,ww,VP,IR,P,90,m,1.093853
35,1.997917,2,43,80,17.5,0.998958,9,0.164583,0.109722,0.33125,0.220833,-0.083333,0.166667,3,7,2,-1,9,0,7,Am,9,m,2,n,ww,IR,P,P,90,f,1.081353
35.333333,0.33125,3,52,80,17.666667,0.165625,9,1.997917,1.331944,0.33125,0.220833,-0.166667,0.166667,3.333333,4,1,-9,2,0,4,Am,9,m,5,n,ww,P,P,P,90,i,1.231353
35.666667,0.33125,4,54,80,17.833333,0.165625,9,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.666667,6,1,-2,1,0,6,Am,9,m,3,n,ww,P,P,SB,90,m,1.156353
36,0.33125,7,55,80,18,0.165625,10,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0,7,0,-1,2,0,7,Am,9,m,2,n,ww,P,SB,VR,90,m,1.143853
36.333333,0.33125,6,57,80,18.166667,0.165625,10,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.333333,9,0,-2,2,0,9,Am,9,m,0,n,ww,SB,VR,IR,90,m,1.143853
36.666667,0.33125,2,59,80,18.333333,0.165625,10,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.666667,11,0,-2,-8,0,11,Am,9,m,2,n,ww,VR,IR,SB,90,m,1.143853
37,0.33125,7,51,80,18.5,0.165625,10,0.33125,0.220833,0.33125,0.220833,-0.166667,0,1,3,0,8,6,0,3,Am,9,m,6,n,ww,IR,SB,VR,90,m,0.943853
37,0.33125,6,57,80,18.5,0.165625,10,0.33125,0.220833,0.33125,0.220833,0,0,1,9,0,-6,3,0,9,Am,9,m,0,n,ww,SB,VR,IR,90,m,1.006353
37,0.33125,2,60,80,18.5,0.165625,10,0.33125,0.220833,0.997917,0.665278,0,0,1,0,0,-3,-15,0,0,Am,9,m,9,n,ww,VR,IR,P,90,f,1.018853
37,0.997917,2,45,80,18.5,0.498958,10,0.33125,0.220833,0.33125,0.220833,0,0.166667,1,9,0,15,6,0,9,Am,9,m,0,n,ww,IR,P,P,90,i,0.993853
37.333333,0.33125,2,51,80,18.666667,0.165625,10,0.997917,0.665278,0.33125,0.220833,-0.166667,0.166667,1.333333,3,0,-6,1,0,3,Am,9,m,6,n,ww,P,P,P,90,m,1.118853
37.666667,0.33125,3,52,80,18.833333,0.165625,10,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.666667,4,0,-1,2,0,4,Am,9,m,5,n,ww,P,P,P,90,m,1.118853
38,0.33125,3,54,80,19,0.165625,10,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2,6,0,-2,1,0,6,Am,9,m,3,n,ww,P,P,P,90,m,1.168853
38.333333,0.33125,2,55,80,19.166667,0.165625,10,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.333333,7,0,-1,2,0,7,Am,9,m,2,n,ww,P,P,P,90,m,1.168853
38.666667,0.33125,6,57,80,19.333333,0.165625,10,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.666667,9,0,-2,1,0,9,Am,9,m,0,n,ww,P,P,P,90,m,1.068853
39,0.33125,3,58,80,19.5,0.165625,10,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3,10,0,-1,2,0,10,Am,9,m,1,n,ww,P,P,IP,90,m,1.093853
39.333333,0.33125,6,60,80,19.666667,0.165625,10,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.333333,0,0,-2,2,0,0,Am,9,m,9,n,ww,P,IP,P,90,m,1.018853
39.666667,0.33125,3,62,80,19.833333,0.165625,10,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.666667,2,0,-2,1,0,2,Am,9,m,7,n,ww,IP,P,P,90,m,1.068853
40,0.33125,3,63,80,20,0.165625,11,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0,3,0,-1,-1,0,3,Am,9,m,6,n,ww,P,P,P,90,m,1.356353
40.333333,0.33125,3,62,80,20.166667,0.165625,11,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.333333,2,0,1,-2,0,2,Am,9,m,7,n,ww,P,P,P,90,m,1.356353
40.666667,0.33125,3,60,80,20.333333,0.165625,11,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.666667,0,0,2,-2,0,0,Am,9,m,9,n,ww,P,P,P,90,m,0.993853
41,0.33125,6,58,80,20.5,0.165625,11,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1,10,0,2,-1,0,10,Am,9,m,1,n,w,P,P,IP,90,m,1.043853
41.333333,0.33125,3,57,80,20.666667,0.165625,11,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.333333,9,0,1,-2,0,9,Am,9,m,0,n,ww,P,IP,P,90,m,0.968853
41.666667,0.33125,6,55,80,20.833333,0.165625,11,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.666667,7,0,2,-1,0,7,Am,9,m,2,n,ww,IP,P,P,90,m,0.893853
42,0.33125,6,54,80,21,0.165625,11,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2,6,0,1,1,0,6,Am,9,m,3,n,ww,P,P,SB,90,m,1.056353
42.333333,0.33125,5,55,80,21.166667,0.165625,11,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.333333,7,0,-1,2,0,7,Am,9,m,2,n,ww,P,SB,VR,90,m,1.031353
42.666667,0.33125,7,57,80,21.333333,0.165625,11,0.33125,0.220833,0.497917,0.331944,-0.166667,0.166667,2.666667,9,0,-2,1,0,9,Am,9,m,0,n,ww,SB,VR,SA,90,m,0.993853
43,0.497917,5,58,80,21.5,0.248958,11,0.33125,0.220833,0.997917,0.665278,-0.166667,0,3,10,0,-1,-15,0,10,Am,9,m,1,n,ww,VR,SA,R,90,f,0.993853
43,0.997917,4,43,80,21.5,0.498958,11,0.497917,0.331944,0.997917,0.665278,0,0,3,7,0,15,7,0,7,Am,9,m,2,n,ww,SA,R,P,90,i,0.956353
43,0.997917,4,50,80,21.5,0.498958,11,0.997917,0.665278,0.164583,0.109722,0,0.25,3,2,0,-7,7,0,2,Am,9,m,7,n,ww,R,P,IP,90,f,1.006353
43.5,0.164583,4,57,80,21.75,0.082292,11,0.997917,0.665278,0.164583,0.109722,-0.25,0.083333,3.5,9,0,-7,-2,0,9,Am,9,m,0,n,ww,P,IP,VP,90,i,0.993853
43.666667,0.164583,5,55,80,21.833333,0.082292,11,0.164583,0.109722,0.164583,0.109722,-0.083333,0.083333,3.666667,7,0,2,-1,0,7,Am,9,m,2,n,ww,IP,VP,IR,90,m,0.918853
43.833333,0.164583,4,54,80,21.916667,0.082292,11,0.164583,0.109722,0.33125,0.220833,-0.083333,0.083333,3.833333,6,0,1,1,0,6,Am,9,m,3,n,ww,VP,IR,P,90,m,0.943853
44,0.33125,7,55,80,22,0.165625,11,0.164583,0.109722,0.33125,0.220833,-0.083333,0.166667,4,7,0,-1,7,0,7,Am,9,m,2,n,ww,IR,P,P,90,m,0.968853
44.333333,0.33125,7,62,80,22.166667,0.165625,12,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.333333,2,0,-7,2,0,2,Am,9,m,7,n,ww,P,P,P,90,m,0.993853
44.666667,0.33125,7,64,80,22.333333,0.165625,12,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.666667,4,0,-2,2,0,4,Am,9,m,5,n,ww,P,P,SB,90,m,0.993853
45,0.33125,7,66,80,22.5,0.165625,12,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1,6,0,-2,1,0,6,Am,9,m,3,n,ww,P,SB,VR,90,m,0.993853
45.333333,0.33125,5,67,80,22.666667,0.165625,12,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.333333,7,0,-1,2,0,7,Am,9,m,2,n,ww,SB,VR,VR,90,m,1.006353
45.666667,0.33125,5,69,80,22.833333,0.165625,12,0.33125,0.220833,0.997917,0.665278,-0.166667,0.166667,1.666667,9,0,-2,-7,0,9,Am,9,m,0,n,ww,VR,VR,R,90,m,0.968853
46,0.997917,4,62,80,23,0.498958,12,0.33125,0.220833,0.997917,0.665278,-0.166667,0,2,2,0,7,8,0,2,Am,9,m,7,n,ww,VR,R,IP,90,m,1.018853
46,0.997917,5,70,80,23,0.498958,12,0.997917,0.665278,0.497917,0.331944,0,0,2,10,0,-8,-17,0,10,Am,9,m,1,n,ww,R,IP,P,90,f,0.968853
46,0.497917,4,53,80,23,0.248958,12,0.997917,0.665278,0.164583,0.109722,0,0.25,2,5,0,17,2,0,5,Am,9,m,4,n,ww,IP,P,IP,90,i,1.031353
46.5,0.164583,6,55,80,23.25,0.082292,12,0.497917,0.331944,0.164583,0.109722,-0.25,0.083333,2.5,7,0,-2,-2,0,7,Am,9,m,2,n,ww,P,IP,VP,90,i,1.056353
46.666667,0.164583,4,53,80,23.333333,0.082292,12,0.164583,0.109722,0.164583,0.109722,-0.083333,0.083333,2.666667,5,0,2,-1,0,5,Am,9,m,4,n,ww,IP,VP,IR,90,m,0.918853
46.833333,0.164583,7,52,80,23.416667,0.082292,12,0.164583,0.109722,1.997917,1.331944,-0.083333,0.083333,2.833333,4,0,1,1,0,4,Am,9,m,5,n,ww,VP,IR,P,90,m,0.981353
47,1.997917,5,53,80,23.5,0.998958,12,0.164583,0.109722,0.33125,0.220833,-0.083333,0.166667,3,5,2,-1,9,0,5,Am,9,m,4,n,ww,IR,P,P,90,f,0.981353
47.333333,0.33125,4,62,80,23.666667,0.165625,12,1.997917,1.331944,0.33125,0.220833,-0.166667,0.166667,3.333333,2,1,-9,2,0,2,Am,9,m,7,n,ww,P,P,P,90,i,0.993853
47.666667,0.33125,5,64,80,23.833333,0.165625,12,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.666667,4,1,-2,1,0,4,Am,9,m,5,n,ww,P,P,SB,90,m,0.993853
48,0.33125,5,65,80,24,0.165625,12,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,4,5,0,-1,2,0,5,Am,9,m,4,n,ww,P,SB,VR,90,m,0.993853
48.333333,0.33125,5,67,80,24.166667,0.165625,13,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.333333,7,0,-2,2,0,7,Am,9,m,2,n,ww,SB,VR,VR,90,m,0.956353
48.666667,0.33125,4,69,80,24.333333,0.165625,13,0.33125,0.220833,0.997917,0.665278,-0.166667,0.166667,0.666667,9,0,-2,-9,0,9,Am,9,m,0,n,ww,VR,VR,R,90,m,0.931353
49,0.997917,4,60,80,24.5,0.498958,13,0.33125,0.220833,0.997917,0.665278,-0.166667,0,1,0,0,9,10,0,0,Am,9,m,9,n,ww,VR,R,IP,90,m,1.006353
49,0.997917,4,70,80,24.5,0.498958,13,0.997917,0.665278,0.497917,0.331944,0,0,1,10,0,-10,-18,0,10,Am,9,m,1,n,ww,R,IP,P,90,f,0.943853
49,0.497917,4,52,80,24.5,0.248958,13,0.997917,0.665278,0.164583,0.109722,0,0.25,1,4,0,18,1,0,4,Am,9,m,5,n,ww,IP,P,IP,90,i,0.993853
49.5,0.164583,3,53,80,24.75,0.082292,13,0.497917,0.331944,0.164583,0.109722,-0.25,0.083333,1.5,5,0,-1,-1,0,5,Am,9,m,4,n,ww,P,IP,P,90,m,0.993853
49.666667,0.164583,4,52,80,24.833333,0.082292,13,0.164583,0.109722,0.164583,0.109722,-0.083333,0.083333,1.666667,4,0,1,-2,0,4,Am,9,m,5,n,ww,IP,P,P,90,m,0.993853
49.833333,0.164583,3,50,80,24.916667,0.082292,13,0.164583,0.109722,1.997917,1.331944,-0.083333,0.083333,1.833333,2,0,2,2,0,2,Am,9,m,7,n,ww,P,P,P,90,m,1.068853
50,1.997917,6,52,80,25,0.998958,13,0.164583,0.109722,0.33125,0.220833,-0.083333,0.166667,2,4,2,-2,3,0,4,Am,9,m,5,n,ww,P,P,P,90,m,1.018853
50.333333,0.33125,4,55,80,25.166667,0.165625,13,1.997917,1.331944,0.33125,0.220833,-0.166667,0.166667,2.333333,7,1,-3,2,0,7,Am,9,m,2,n,ww,P,P,P,90,m,1.043853
50.666667,0.33125,3,57,80,25.333333,0.165625,13,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.666667,9,1,-2,2,0,9,Am,9,m,0,n,ww,P,P,IP,90,m,1.143853
51,0.33125,4,59,80,25.5,0.165625,13,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3,11,0,-2,1,0,11,Am,9,m,2,n,ww,P,IP,P,90,m,1.006353
51.333333,0.33125,4,60,80,25.666667,0.165625,13,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.333333,0,0,-1,2,0,0,Am,9,m,9,n,ww,IP,P,P,90,m,0.981353
51.666667,0.33125,4,62,80,25.833333,0.165625,13,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.666667,2,0,-2,-2,0,2,Am,9,m,7,n,ww,P,P,IP,90,m,0.993853
52,0.33125,4,60,80,26,0.165625,13,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,4,0,0,2,-2,0,0,Am,9,m,9,n,ww,P,IP,P,90,m,1.018853
52.333333,0.33125,5,58,80,26.166667,0.165625,14,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.333333,10,0,2,-1,0,10,Am,9,m,1,n,ww,IP,P,P,90,m,0.968853
52.666667,0.33125,4,57,80,26.333333,0.165625,14,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.666667,9,0,1,1,0,9,Am,9,m,0,n,ww,P,P,P,90,m,1.006353
53,0.33125,4,58,80,26.5,0.165625,14,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1,10,0,-1,2,0,10,Am,9,m,1,n,ww,P,P,P,90,m,1.006353
53.333333,0.33125,7,60,80,26.666667,0.165625,14,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.333333,0,0,-2,2,0,0,Am,9,m,9,n,ww,P,P,P,90,m,0.993853
53.666667,0.33125,4,62,80,26.833333,0.165625,14,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.666667,2,0,-2,2,0,2,Am,9,m,7,n,ww,P,P,SB,90,m,1.043853
54,0.33125,5,64,80,27,0.165625,14,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2,4,0,-2,1,0,4,Am,9,m,5,n,ww,P,SB,VR,90,m,1.043853
54.333333,0.33125,7,65,80,27.166667,0.165625,14,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.333333,5,0,-1,2,0,5,Am,9,m,4,n,ww,SB,VR,IR,90,m,1.043853
54.666667,0.33125,4,67,80,27.333333,0.165625,14,0.33125,0.220833,1.997917,1.331944,-0.166667,0.166667,2.666667,7,0,-2,-14,0,7,Am,9,m,2,n,ww,VR,IR,P,90,f,0.893853
55,1.997917,5,53,80,27.5,0.998958,14,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3,5,2,14,7,0,5,Am,9,m,4,n,ww,IR,P,IP,90,i,1.031353
55.333333,0.33125,4,60,80,27.666667,0.165625,14,1.997917,1.331944,0.33125,0.220833,-0.166667,0.166667,3.333333,0,1,-7,5,0,0,Am,9,m,9,n,ww,P,IP,D,90,m,0.943853
55.666667,0.33125,5,65,80,27.833333,0.165625,14,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.666667,5,1,-5,4,0,5,Am,9,m,4,n,ww,IP,D,SB,90,m,1.018853
56,0.33125,3,69,80,28,0.165625,14,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,4,9,0,-4,-0,0,9,Am,9,m,0,n,ww,D,SB,VR,90,m,0.943853
56.333333,0.33125,5,69,80,28.166667,0.165625,15,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.333333,9,0,-0,-0,0,9,Am,9,m,0,n,ww,SB,VR,IR,90,m,0.943853
56.666667,0.33125,2,69,80,28.333333,0.165625,15,0.33125,0.220833,0.997917,0.665278,-0.166667,0.166667,0.666667,9,0,-0,-16,0,9,Am,9,m,0,n,ww,VR,IR,SB,90,f,0.943853
57,0.997917,6,53,80,28.5,0.498958,15,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1,5,0,16,7,0,5,Am,9,m,4,n,ww,IR,SB,VR,90,i,1.281353
57.333333,0.33125,5,60,80,28.666667,0.165625,15,0.997917,0.665278,0.33125,0.220833,-0.166667,0.166667,1.333333,0,0,-7,5,0,0,Am,9,m,9,n,ww,SB,VR,IR,90,m,1.081353
57.666667,0.33125,7,65,80,28.833333,0.165625,15,0.33125,0.220833,1.997917,1.331944,-0.166667,0.166667,1.666667,5,0,-5,-13,0,5,Am,9,m,4,n,ww,VR,IR,P,90,m,1.143853
58,1.997917,2,52,80,29,0.998958,15,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2,4,2,13,8,0,4,Am,9,m,5,n,ww,IR,P,IP,90,m,1.068853
58.333333,0.33125,2,60,80,29.166667,0.165625,15,1.997917,1.331944,0.33125,0.220833,-0.166667,0.166667,2.333333,0,1,-8,5,0,0,Am,9,m,9,n,ww,P,IP,D,90,m,0.931353
58.666667,0.33125,2,65,80,29.333333,0.165625,15,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.666667,5,1,-5,4,0,5,Am,9,m,4,n,ww,IP,D,SB,90,m,1.031353
59,0.33125,4,69,80,29.5,0.165625,15,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3,9,0,-4,-0,0,9,Am,9,m,0,n,ww,D,SB,VR,90,m,0.931353
59.333333,0.33125,2,69,80,29.666667,0.165625,15,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.333333,9,0,-0,-0,0,9,Am,9,m,0,n,ww,SB,VR,IR,90,m,1.006353
59.666667,0.33125,3,69,80,29.833333,0.165625,15,0.33125,0.220833,0.997917,0.665278,-0.166667,0.166667,3.666667,9,0,-0,-17,0,9,Am,9,m,0,n,ww,VR,IR,SB,90,f,0.931353
60,0.997917,5,52,80,30,0.498958,15,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,4,4,0,17,8,0,4,Am,9,m,5,n,ww,IR,SB,VR,90,i,1.031353
60.333333,0.33125,5,60,80,30.166667,0.165625,16,0.997917,0.665278,0.33125,0.220833,-0.166667,0.166667,0.333333,0,0,-8,5,0,0,Am,9,m,9,n,ww,SB,VR,SA,90,m,1.043853
60.666667,0.33125,5,65,80,30.333333,0.165625,16,0.33125,0.220833,1.997917,1.331944,-0.166667,0.166667,0.666667,5,0,-5,-15,0,5,Am,9,m,4,n,ww,VR,SA,IR,90,m,0.968853
61,1.997917,5,50,80,30.5,0.998958,16,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1,2,2,15,9,0,2,Am,9,m,7,n,ww,SA,IR,IP,90,m,1.006353
61.333333,0.33125,3,59,80,30.666667,0.165625,16,1.997917,1.331944,0.33125,0.220833,-0.166667,0.166667,1.333333,11,1,-9,6,0,11,Am,9,m,2,n,ww,IR,IP,D,90,m,1.006353
61.666667,0.33125,2,65,80,30.833333,0.165625,16,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.666667,5,1,-6,4,0,5,Am,9,m,4,n,ww,IP,D,SB,90,m,1.006353
62,0.33125,6,69,80,31,0.165625,16,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2,9,0,-4,-0,0,9,Am,9,m,0,n,ww,D,SB,VR,90,m,0.931353
62.333333,0.33125,7,69,80,31.166667,0.165625,16,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.333333,9,0,-0,-0,0,9,Am,9,m,0,n,ww,SB,VR,SA,90,m,0.968853
62.666667,0.33125,2,69,80,31.333333,0.165625,16,0.33125,0.220833,0.997917,0.665278,-0.166667,0.166667,2.666667,9,0,-0,-19,0,9,Am,9,m,0,n,ww,VR,SA,VR,90,f,0.943853
63,0.997917,2,50,80,31.5,0.498958,16,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3,2,0,19,9,0,2,Am,9,m,7,n,ww,SA,VR,VR,90,i,1.006353
63.333333,0.33125,2,59,80,31.666667,0.165625,16,0.997917,0.665278,0.33125,0.220833,-0.166667,0.166667,3.333333,11,0,-9,6,0,11,Am,9,m,2,n,ww,VR,VR,SA,90,m,0.993853
63.666667,0.33125,6,65,80,31.833333,0.165625,16,0.33125,0.220833,1.997917,1.331944,-0.166667,0.166667,3.666667,5,0,-6,-17,0,5,Am,9,m,4,n,ww,VR,SA,IR,90,f,1.031353
64,1.997917,3,48,80,32,0.998958,16,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,4,0,2,17,9,0,0,Am,9,m,9,n,ww,SA,IR,IP,90,i,0.993853
64.333333,0.33125,4,57,80,32.166667,0.165625,17,1.997917,1.331944,0.33125,0.220833,-0.166667,0.166667,0.333333,9,1,-9,7,0,9,Am,9,m,0,n,ww,IR,IP,D,90,m,1.018853
64.666667,0.33125,2,64,80,32.333333,0.165625,17,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.666667,4,1,-7,5,0,4,Am,9,m,5,n,ww,IP,D,SB,90,m,0.981353
65,0.33125,5,69,80,32.5,0.165625,17,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1,9,0,-5,-0,0,9,Am,9,m,0,n,ww,D,SB,VR,90,m,0.981353
65.333333,0.33125,5,69,80,32.666667,0.165625,17,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1.333333,9,0,-0,-0,0,9,Am,9,m,0,n,ww,SB,VR,SA,90,m,0.981353
65.666667,0.33125,5,69,80,32.833333,0.165625,17,0.33125,0.220833,0.997917,0.665278,-0.166667,0.166667,1.666667,9,0,-0,-21,0,9,Am,9,m,0,n,ww,VR,SA,VR,90,f,0.981353
66,0.997917,4,48,80,33,0.498958,17,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2,0,0,21,9,0,0,Am,9,m,9,n,ww,SA,VR,VR,90,i,1.156353
66.333333,0.33125,4,57,80,33.166667,0.165625,17,0.997917,0.665278,0.33125,0.220833,-0.166667,0.166667,2.333333,9,0,-9,7,0,9,Am,9,m,0,n,ww,VR,VR,SA,90,m,1.056353
66.666667,0.33125,4,64,80,33.333333,0.165625,17,0.33125,0.220833,1.997917,1.331944,-0.166667,0.166667,2.666667,4,0,-7,-17,0,4,Am,9,m,5,n,ww,VR,SA,SA,90,m,1.168853
67,1.997917,4,47,80,33.5,0.998958,17,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3,11,2,17,10,0,11,Am,9,m,2,n,ww,SA,SA,R,90,m,1.068853
67.333333,0.33125,3,57,80,33.666667,0.165625,17,1.997917,1.331944,0.33125,0.220833,-0.166667,0.166667,3.333333,9,1,-10,6,0,9,Am,9,m,0,n,ww,SA,R,D,90,m,0.906353
67.666667,0.33125,4,63,80,33.833333,0.165625,17,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.666667,3,1,-6,6,0,3,Am,9,m,6,n,ww,R,D,SB,90,m,0.931353
68,0.33125,4,69,80,34,0.165625,17,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,4,9,0,-6,-0,0,9,Am,9,m,0,n,ww,D,SB,VR,90,m,1.006353
68.333333,0.33125,4,69,80,34.166667,0.165625,18,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,0.333333,9,0,-0,-0,0,9,Am,9,m,0,n,ww,SB,VR,SA,90,m,1.006353
68.666667,0.33125,4,69,80,34.333333,0.165625,18,0.33125,0.220833,0.997917,0.665278,-0.166667,0.166667,0.666667,9,0,-0,-22,0,9,Am,9,m,0,n,ww,VR,SA,VR,90,f,0.956353
69,0.997917,4,47,80,34.5,0.498958,18,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,1,11,0,22,10,0,11,Am,9,m,2,n,ww,SA,VR,VR,90,i,1.043853
69.333333,0.33125,3,57,80,34.666667,0.165625,18,0.997917,0.665278,0.33125,0.220833,-0.166667,0.166667,1.333333,9,0,-10,6,0,9,Am,9,m,0,n,ww,VR,VR,IR,90,m,1.031353
69.666667,0.33125,3,63,80,34.833333,0.165625,18,0.33125,0.220833,1.997917,1.331944,-0.166667,0.166667,1.666667,3,0,-6,-12,0,3,Am,9,m,6,n,ww,VR,IR,VP,90,m,1.068853
70,1.997917,6,51,80,35,0.998958,18,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2,3,2,12,6,0,3,Am,9,m,6,n,ww,IR,VP,R,90,m,1.081353
70.333333,0.33125,3,57,80,35.166667,0.165625,18,1.997917,1.331944,0.33125,0.220833,-0.166667,0.166667,2.333333,9,1,-6,3,0,9,Am,9,m,0,n,ww,VP,R,D,90,m,0.956353
70.666667,0.33125,2,60,80,35.333333,0.165625,18,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,2.666667,0,1,-3,6,0,0,Am,9,m,9,n,ww,R,D,SB,90,m,0.893853
71,0.33125,3,66,80,35.5,0.165625,18,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3,6,0,-6,-0,0,6,Am,9,m,3,n,ww,D,SB,VR,90,m,0.881353
71.333333,0.33125,5,66,80,35.666667,0.165625,18,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,3.333333,6,0,-0,-0,0,6,Am,9,m,3,n,ww,SB,VR,IR,90,m,0.981353
71.666667,0.33125,4,66,80,35.833333,0.165625,18,0.33125,0.220833,0.997917,0.665278,-0.166667,0.166667,3.666667,6,0,-0,-15,0,6,Am,9,m,3,n,ww,VR,IR,SB,90,f,0.931353
72,0.997917,3,51,80,36,0.498958,18,0.33125,0.220833,0.33125,0.220833,-0.166667,0.166667,4,3,0,15,6,0,3,Am,9,m,6,n,ww,IR,SB,R,90,i,1.131353
72.333333,0.33125,2,57,80,36.166667,0.165625,19,0.997917,0.665278,0.33125,0.220833,-0.166667,0.166667,0.333333,9,0,-6,3,0,9,Am,9,m,0,n,ww,SB,R,P,90,m,0.981353
